cath,development_split,evaluation,reference,identity,weighting,reference_rows,query_rows,reference_unique_keys,denominator,seen,unseen,fraction_seen,excluded_empty_key,excluded_generic_failure,query_acyclic_rows,query_acyclic_unique_canonical_ligands
3.30.565.10,random,cath_lso_test,train,murcko_typed,unique_keys,406699,7882,35741,556,55,501,0.09892086330935251,0,0,0,0
3.30.565.10,random,cath_lso_test,train,murcko_generic,rows,406699,7882,18233,7882,4266,3616,0.5412331895458006,0,0,0,0
3.30.565.10,random,cath_lso_test,train,murcko_generic,unique_raw_ligands,406699,7882,18233,1748,666,1082,0.38100686498855835,0,0,0,0
3.30.565.10,random,cath_lso_test,train,murcko_generic,unique_canonical_ligands,406699,7882,18233,1596,619,977,0.38784461152882205,0,0,0,0
3.30.565.10,random,cath_lso_test,train,murcko_generic,unique_keys,406699,7882,18233,336,103,233,0.30654761904761907,0,0,0,0
3.30.565.10,random,cath_lso_test,development,smiles,rows,428256,7882,119710,7882,85,7797,0.010784064958132453,0,0,0,0
3.30.565.10,random,cath_lso_test,development,smiles,unique_raw_ligands,428256,7882,119710,1748,18,1730,0.010297482837528604,0,0,0,0
3.30.565.10,random,cath_lso_test,development,smiles,unique_keys,428256,7882,119710,1748,18,1730,0.010297482837528604,0,0,0,0
3.30.565.10,random,cath_lso_test,development,canonical_isomeric,rows,428256,7882,114174,7882,106,7776,0.013448363359553413,0,0,0,0
3.30.565.10,random,cath_lso_test,development,canonical_isomeric,unique_raw_ligands,428256,7882,114174,1748,27,1721,0.015446224256292907,0,0,0,0
3.30.565.10,random,cath_lso_test,development,canonical_isomeric,unique_canonical_ligands,428256,7882,114174,1596,25,1571,0.015664160401002505,0,0,0,0
3.30.565.10,random,cath_lso_test,development,canonical_isomeric,unique_keys,428256,7882,114174,1596,25,1571,0.015664160401002505,0,0,0,0
3.30.565.10,random,cath_lso_test,development,murcko_typed,rows,428256,7882,36412,7882,1976,5906,0.2506977924384674,0,0,0,0
3.30.565.10,random,cath_lso_test,development,murcko_typed,unique_raw_ligands,428256,7882,36412,1748,248,1500,0.14187643020594964,0,0,0,0
3.30.565.10,random,cath_lso_test,development,murcko_typed,unique_canonical_ligands,428256,7882,36412,1596,228,1368,0.14285714285714285,0,0,0,0
3.30.565.10,random,cath_lso_test,development,murcko_typed,unique_keys,428256,7882,36412,556,56,500,0.10071942446043165,0,0,0,0
3.30.565.10,random,cath_lso_test,development,murcko_generic,rows,428256,7882,18547,7882,4275,3607,0.5423750317178381,0,0,0,0
3.30.565.10,random,cath_lso_test,development,murcko_generic,unique_raw_ligands,428256,7882,18547,1748,668,1080,0.38215102974828374,0,0,0,0
3.30.565.10,random,cath_lso_test,development,murcko_generic,unique_canonical_ligands,428256,7882,18547,1596,621,975,0.3890977443609023,0,0,0,0
3.30.565.10,random,cath_lso_test,development,murcko_generic,unique_keys,428256,7882,18547,336,104,232,0.30952380952380953,0,0,0,0
3.40.190.10,composite_scaffold,validation,train,smiles,rows,414404,21811,114936,21811,16093,5718,0.737838705240475,0,0,227,195
3.40.190.10,composite_scaffold,validation,train,smiles,unique_raw_ligands,414404,21811,114936,15034,9647,5387,0.6416788612478382,0,0,227,195
3.40.190.10,composite_scaffold,validation,train,smiles,unique_keys,414404,21811,114936,15034,9647,5387,0.6416788612478382,0,0,227,195
3.40.190.10,composite_scaffold,validation,train,canonical_isomeric,rows,414404,21811,109772,21811,16567,5244,0.7595708587410023,0,0,227,195
3.40.190.10,composite_scaffold,validation,train,canonical_isomeric,unique_raw_ligands,414404,21811,109772,15034,10092,4942,0.6712784355460956,0,0,227,195
3.40.190.10,composite_scaffold,validation,train,canonical_isomeric,unique_canonical_ligands,414404,21811,109772,14825,9902,4923,0.6679258010118044,0,0,227,195
3.40.190.10,composite_scaffold,validation,train,canonical_isomeric,unique_keys,414404,21811,109772,14825,9902,4923,0.6679258010118044,0,0,227,195
3.40.190.10,composite_scaffold,validation,train,murcko_typed,rows,414404,21811,33850,21584,18497,3087,0.856977390659748,227,0,227,195
3.40.190.10,composite_scaffold,validation,train,murcko_typed,unique_raw_ligands,414404,21811,33850,14834,11947,2887,0.8053795335041122,200,0,227,195
3.40.190.10,composite_scaffold,validation,train,murcko_typed,unique_canonical_ligands,414404,21811,33850,14630,11757,2873,0.8036226930963773,195,0,227,195
3.40.190.10,composite_scaffold,validation,train,murcko_typed,unique_keys,414404,21811,33850,12537,9727,2810,0.7758634442051527,1,0,227,195
3.40.190.10,composite_scaffold,validation,train,murcko_generic,rows,414404,21811,17399,21580,20171,1409,0.934708063021316,227,4,227,195
3.40.190.10,composite_scaffold,validation,train,murcko_generic,unique_raw_ligands,414404,21811,17399,14830,13500,1330,0.9103169251517195,200,4,227,195
3.40.190.10,composite_scaffold,validation,train,murcko_generic,unique_canonical_ligands,414404,21811,17399,14626,13300,1326,0.9093395323396691,195,4,227,195
3.40.190.10,composite_scaffold,validation,train,murcko_generic,unique_keys,414404,21811,17399,8053,6780,1273,0.841922264994412,1,1,227,195
3.40.190.10,composite_scaffold,cath_lso_test,train,smiles,rows,414404,2657,114936,2657,181,2476,0.06812194203989462,0,0,280,135
3.40.190.10,composite_scaffold,cath_lso_test,train,smiles,unique_raw_ligands,414404,2657,114936,1228,106,1122,0.08631921824104234,0,0,280,135
3.40.190.10,composite_scaffold,cath_lso_test,train,smiles,unique_keys,414404,2657,114936,1228,106,1122,0.08631921824104234,0,0,280,135
3.40.190.10,composite_scaffold,cath_lso_test,train,canonical_isomeric,rows,414404,2657,109772,2657,235,2422,0.08844561535566428,0,0,280,135
3.40.190.10,composite_scaffold,cath_lso_test,train,canonical_isomeric,unique_raw_ligands,414404,2657,109772,1228,135,1093,0.10993485342019543,0,0,280,135
3.40.190.10,composite_scaffold,cath_lso_test,train,canonical_isomeric,unique_canonical_ligands,414404,2657,109772,1184,126,1058,0.10641891891891891,0,0,280,135
3.40.190.10,composite_scaffold,cath_lso_test,train,canonical_isomeric,unique_keys,414404,2657,109772,1184,126,1058,0.10641891891891891,0,0,280,135
3.40.190.10,composite_scaffold,cath_lso_test,train,murcko_typed,rows,414404,2657,33850,2377,1267,1110,0.5330248212031973,280,0,280,135
3.40.190.10,composite_scaffold,cath_lso_test,train,murcko_typed,unique_raw_ligands,414404,2657,33850,1087,587,500,0.5400183992640294,141,0,280,135
3.40.190.10,composite_scaffold,cath_lso_test,train,murcko_typed,unique_canonical_ligands,414404,2657,33850,1049,565,484,0.5386081982840801,135,0,280,135
3.40.190.10,composite_scaffold,cath_lso_test,train,murcko_typed,unique_keys,414404,2657,33850,411,154,257,0.3746958637469586,1,0,280,135
3.40.190.10,composite_scaffold,cath_lso_test,train,murcko_generic,rows,414404,2657,17399,2375,1904,471,0.8016842105263158,280,2,280,135
3.40.190.10,composite_scaffold,cath_lso_test,train,murcko_generic,unique_raw_ligands,414404,2657,17399,1085,856,229,0.7889400921658987,141,2,280,135
3.40.190.10,composite_scaffold,cath_lso_test,train,murcko_generic,unique_canonical_ligands,414404,2657,17399,1047,824,223,0.7870105062082139,135,2,280,135
3.40.190.10,composite_scaffold,cath_lso_test,train,murcko_generic,unique_keys,414404,2657,17399,250,139,111,0.556,1,1,280,135
3.40.190.10,composite_scaffold,cath_lso_test,development,smiles,rows,436215,2657,120323,2657,186,2471,0.07000376364320662,0,0,280,135
3.40.190.10,composite_scaffold,cath_lso_test,development,smiles,unique_raw_ligands,436215,2657,120323,1228,111,1117,0.09039087947882736,0,0,280,135
3.40.190.10,composite_scaffold,cath_lso_test,development,smiles,unique_keys,436215,2657,120323,1228,111,1117,0.09039087947882736,0,0,280,135
3.40.190.10,composite_scaffold,cath_lso_test,development,canonical_isomeric,rows,436215,2657,114695,2657,253,2404,0.0952201731275875,0,0,280,135
3.40.190.10,composite_scaffold,cath_lso_test,development,canonical_isomeric,unique_raw_ligands,436215,2657,114695,1228,143,1085,0.11644951140065146,0,0,280,135
3.40.190.10,composite_scaffold,cath_lso_test,development,canonical_isomeric,unique_canonical_ligands,436215,2657,114695,1184,134,1050,0.11317567567567567,0,0,280,135
3.40.190.10,composite_scaffold,cath_lso_test,development,canonical_isomeric,unique_keys,436215,2657,114695,1184,134,1050,0.11317567567567567,0,0,280,135
3.40.190.10,composite_scaffold,cath_lso_test,development,murcko_typed,rows,436215,2657,36660,2377,1291,1086,0.5431215818258309,280,0,280,135
3.40.190.10,composite_scaffold,cath_lso_test,development,murcko_typed,unique_raw_ligands,436215,2657,36660,1087,594,493,0.546458141674333,141,0,280,135
3.40.190.10,composite_scaffold,cath_lso_test,development,murcko_typed,unique_canonical_ligands,436215,2657,36660,1049,572,477,0.5452812202097236,135,0,280,135
3.40.190.10,composite_scaffold,cath_lso_test,development,murcko_typed,unique_keys,436215,2657,36660,411,159,252,0.38686131386861317,1,0,280,135
3.40.190.10,composite_scaffold,cath_lso_test,development,murcko_generic,rows,436215,2657,18672,2375,1908,467,0.8033684210526316,280,2,280,135
3.40.190.10,composite_scaffold,cath_lso_test,development,murcko_generic,unique_raw_ligands,436215,2657,18672,1085,860,225,0.7926267281105991,141,2,280,135
3.40.190.10,composite_scaffold,cath_lso_test,development,murcko_generic,unique_canonical_ligands,436215,2657,18672,1047,828,219,0.7908309455587392,135,2,280,135
3.40.190.10,composite_scaffold,cath_lso_test,development,murcko_generic,unique_keys,436215,2657,18672,250,143,107,0.572,1,1,280,135
3.40.190.10,random,validation,train,smiles,rows,411366,21811,117326,21811,18759,3052,0.8600706065746642,0,0,93,87
3.40.190.10,random,validation,train,smiles,unique_raw_ligands,411366,21811,117326,16468,13471,2997,0.8180106873937333,0,0,93,87
3.40.190.10,random,validation,train,smiles,unique_keys,411366,21811,117326,16468,13471,2997,0.8180106873937333,0,0,93,87
3.40.190.10,random,validation,train,canonical_isomeric,rows,411366,21811,111995,21811,19054,2757,0.8735958919811104,0,0,93,87
3.40.190.10,random,validation,train,canonical_isomeric,unique_raw_ligands,411366,21811,111995,16468,13762,2706,0.8356813213504979,0,0,93,87
3.40.190.10,random,validation,train,canonical_isomeric,unique_canonical_ligands,411366,21811,111995,16393,13693,2700,0.8352955529799304,0,0,93,87
3.40.190.10,random,validation,train,canonical_isomeric,unique_keys,411366,21811,111995,16393,13693,2700,0.8352955529799304,0,0,93,87
3.40.190.10,random,validation,train,murcko_typed,rows,411366,21811,36016,21718,21058,660,0.9696104613684501,93,0,93,87
3.40.190.10,random,validation,train,murcko_typed,unique_raw_ligands,411366,21811,36016,16380,15729,651,0.9602564102564103,88,0,93,87
3.40.190.10,random,validation,train,murcko_typed,unique_canonical_ligands,411366,21811,36016,16306,15657,649,0.9601986998650803,87,0,93,87
3.40.190.10,random,validation,train,murcko_typed,unique_keys,411366,21811,36016,8231,7587,644,0.9217592030129996,1,0,93,87
3.40.190.10,random,validation,train,murcko_generic,rows,411366,21811,18391,21715,21430,285,0.9868754317292194,93,3,93,87
3.40.190.10,random,validation,train,murcko_generic,unique_raw_ligands,411366,21811,18391,16377,16093,284,0.9826586065824021,88,3,93,87
3.40.190.10,random,validation,train,murcko_generic,unique_canonical_ligands,411366,21811,18391,16303,16021,282,0.9827025700791265,87,3,93,87
3.40.190.10,random,validation,train,murcko_generic,unique_keys,411366,21811,18391,5004,4723,281,0.9438449240607514,1,1,93,87
3.40.190.10,random,cath_lso_test,train,smiles,rows,411366,2657,117326,2657,184,2473,0.06925103500188182,0,0,280,135
3.40.190.10,random,cath_lso_test,train,smiles,unique_raw_ligands,411366,2657,117326,1228,109,1119,0.08876221498371335,0,0,280,135
3.40.190.10,random,cath_lso_test,train,smiles,unique_keys,411366,2657,117326,1228,109,1119,0.08876221498371335,0,0,280,135
3.40.190.10,random,cath_lso_test,train,canonical_isomeric,rows,411366,2657,111995,2657,251,2406,0.09446744448626271,0,0,280,135
3.40.190.10,random,cath_lso_test,train,canonical_isomeric,unique_raw_ligands,411366,2657,111995,1228,141,1087,0.11482084690553745,0,0,280,135
3.40.190.10,random,cath_lso_test,train,canonical_isomeric,unique_canonical_ligands,411366,2657,111995,1184,132,1052,0.11148648648648649,0,0,280,135
3.40.190.10,random,cath_lso_test,train,canonical_isomeric,unique_keys,411366,2657,111995,1184,132,1052,0.11148648648648649,0,0,280,135
3.40.190.10,random,cath_lso_test,train,murcko_typed,rows,411366,2657,36016,2377,1289,1088,0.542280185107278,280,0,280,135
3.40.190.10,random,cath_lso_test,train,murcko_typed,unique_raw_ligands,411366,2657,36016,1087,592,495,0.5446182152713891,141,0,280,135
3.40.190.10,random,cath_lso_test,train,murcko_typed,unique_canonical_ligands,411366,2657,36016,1049,570,479,0.5433746425166825,135,0,280,135
3.40.190.10,random,cath_lso_test,train,murcko_typed,unique_keys,411366,2657,36016,411,157,254,0.3819951338199513,1,0,280,135
3.40.190.10,random,cath_lso_test,train,murcko_generic,rows,411366,2657,18391,2375,1906,469,0.8025263157894736,280,2,280,135
3.40.190.10,random,cath_lso_test,train,murcko_generic,unique_raw_ligands,411366,2657,18391,1085,858,227,0.7907834101382488,141,2,280,135
3.40.190.10,random,cath_lso_test,train,murcko_generic,unique_canonical_ligands,411366,2657,18391,1047,826,221,0.7889207258834766,135,2,280,135
3.40.190.10,random,cath_lso_test,train,murcko_generic,unique_keys,411366,2657,18391,250,141,109,0.564,1,1,280,135
3.40.190.10,random,cath_lso_test,development,smiles,rows,433177,2657,120323,2657,186,2471,0.07000376364320662,0,0,280,135
3.40.190.10,random,cath_lso_test,development,smiles,unique_raw_ligands,433177,2657,120323,1228,111,1117,0.09039087947882736,0,0,280,135
3.40.190.10,random,cath_lso_test,development,smiles,unique_keys,433177,2657,120323,1228,111,1117,0.09039087947882736,0,0,280,135
3.40.190.10,random,cath_lso_test,development,canonical_isomeric,rows,433177,2657,114695,2657,253,2404,0.0952201731275875,0,0,280,135
3.40.190.10,random,cath_lso_test,development,canonical_isomeric,unique_raw_ligands,433177,2657,114695,1228,143,1085,0.11644951140065146,0,0,280,135
3.40.190.10,random,cath_lso_test,development,canonical_isomeric,unique_canonical_ligands,433177,2657,114695,1184,134,1050,0.11317567567567567,0,0,280,135
3.40.190.10,random,cath_lso_test,development,canonical_isomeric,unique_keys,433177,2657,114695,1184,134,1050,0.11317567567567567,0,0,280,135
3.40.190.10,random,cath_lso_test,development,murcko_typed,rows,433177,2657,36660,2377,1291,1086,0.5431215818258309,280,0,280,135
3.40.190.10,random,cath_lso_test,development,murcko_typed,unique_raw_ligands,433177,2657,36660,1087,594,493,0.546458141674333,141,0,280,135
3.40.190.10,random,cath_lso_test,development,murcko_typed,unique_canonical_ligands,433177,2657,36660,1049,572,477,0.5452812202097236,135,0,280,135
3.40.190.10,random,cath_lso_test,development,murcko_typed,unique_keys,433177,2657,36660,411,159,252,0.38686131386861317,1,0,280,135
3.40.190.10,random,cath_lso_test,development,murcko_generic,rows,433177,2657,18672,2375,1908,467,0.8033684210526316,280,2,280,135
3.40.190.10,random,cath_lso_test,development,murcko_generic,unique_raw_ligands,433177,2657,18672,1085,860,225,0.7926267281105991,141,2,280,135
3.40.190.10,random,cath_lso_test,development,murcko_generic,unique_canonical_ligands,433177,2657,18672,1047,828,219,0.7908309455587392,135,2,280,135
3.40.190.10,random,cath_lso_test,development,murcko_generic,unique_keys,433177,2657,18672,250,143,107,0.572,1,1,280,135
