cath,model,development,evaluation,threshold,n,value,extended_panel,configuration,cohort,operation,method,panel,figure_role
1.10.1300.10,transformerdta,composite,validation,Weak+,21895,0.9732704595478845,,original,full,FP32 original,,F,
1.10.1300.10,transformerdta,composite,validation,Weak+,21895,0.9610964757362376,,intervened,full,Logit additive projection,,F,
1.10.1300.10,transformerdta,composite,validation,High,21895,0.9730925036776241,,original,full,FP32 original,,F,
1.10.1300.10,transformerdta,composite,validation,High,21895,0.9597416652463926,,intervened,full,Logit additive projection,,F,
1.10.1300.10,transformerdta,composite,cath_lso_test,Weak+,1108,0.5757494262765347,,original,full,FP32 original,,F,
1.10.1300.10,transformerdta,composite,cath_lso_test,Weak+,1108,0.5632261187607573,,intervened,full,Logit additive projection,,F,
1.10.1300.10,transformerdta,composite,cath_lso_test,High,1108,0.4875069786575511,,original,full,FP32 original,,F,
1.10.1300.10,transformerdta,composite,cath_lso_test,High,1108,0.5025090518493851,,intervened,full,Logit additive projection,,F,
1.10.510.10,transformerdta,composite,validation,Weak+,16433,0.9651756307106072,,original,full,FP32 original,,F,
1.10.510.10,transformerdta,composite,validation,Weak+,16433,0.9531817350014927,,intervened,full,Logit additive projection,,F,
1.10.510.10,transformerdta,composite,validation,High,16433,0.9712084015760587,,original,full,FP32 original,,F,
1.10.510.10,transformerdta,composite,validation,High,16433,0.9607146710152323,,intervened,full,Logit additive projection,,F,
1.10.510.10,transformerdta,composite,cath_lso_test,Weak+,109519,0.6552052521578462,,original,full,FP32 original,,F,
1.10.510.10,transformerdta,composite,cath_lso_test,Weak+,109519,0.6724928691187526,,intervened,full,Logit additive projection,,F,
1.10.510.10,transformerdta,composite,cath_lso_test,High,109519,0.6079862635684459,,original,full,FP32 original,,F,
1.10.510.10,transformerdta,composite,cath_lso_test,High,109519,0.6162416204983368,,intervened,full,Logit additive projection,,F,
1.10.565.10,transformerdta,composite,validation,Weak+,20827,0.9716837993676277,,original,full,FP32 original,,F,
1.10.565.10,transformerdta,composite,validation,Weak+,20827,0.959464256728412,,intervened,full,Logit additive projection,,F,
1.10.565.10,transformerdta,composite,validation,High,20827,0.9722628193635638,,original,full,FP32 original,,F,
1.10.565.10,transformerdta,composite,validation,High,20827,0.9580153439118307,,intervened,full,Logit additive projection,,F,
1.10.565.10,transformerdta,composite,cath_lso_test,Weak+,22467,0.678078987029888,,original,full,FP32 original,,F,
1.10.565.10,transformerdta,composite,cath_lso_test,Weak+,22467,0.6877663528086477,,intervened,full,Logit additive projection,,F,
1.10.565.10,transformerdta,composite,cath_lso_test,High,22467,0.5621031549155784,,original,full,FP32 original,,F,
1.10.565.10,transformerdta,composite,cath_lso_test,High,22467,0.5630714836231621,,intervened,full,Logit additive projection,,F,
1.20.920.10,transformerdta,composite,validation,Weak+,21185,0.9705001216722636,,original,full,FP32 original,,F,
1.20.920.10,transformerdta,composite,validation,Weak+,21185,0.9604288947291576,,intervened,full,Logit additive projection,,F,
1.20.920.10,transformerdta,composite,validation,High,21185,0.9676329970657735,,original,full,FP32 original,,F,
1.20.920.10,transformerdta,composite,validation,High,21185,0.9548414342953684,,intervened,full,Logit additive projection,,F,
1.20.920.10,transformerdta,composite,cath_lso_test,Weak+,13728,0.6565165040868463,,original,full,FP32 original,,F,
1.20.920.10,transformerdta,composite,cath_lso_test,Weak+,13728,0.6632683291575803,,intervened,full,Logit additive projection,,F,
1.20.920.10,transformerdta,composite,cath_lso_test,High,13728,0.6982249438552098,,original,full,FP32 original,,F,
1.20.920.10,transformerdta,composite,cath_lso_test,High,13728,0.6995596936766536,,intervened,full,Logit additive projection,,F,
2.40.10.10,transformerdta,composite,validation,Weak+,20971,0.9702033084129458,,original,full,FP32 original,,F,
2.40.10.10,transformerdta,composite,validation,Weak+,20971,0.9584306664449629,,intervened,full,Logit additive projection,,F,
2.40.10.10,transformerdta,composite,validation,High,20971,0.9735139643349366,,original,full,FP32 original,,F,
2.40.10.10,transformerdta,composite,validation,High,20971,0.9609500041377168,,intervened,full,Logit additive projection,,F,
2.40.10.10,transformerdta,composite,cath_lso_test,Weak+,18140,0.7139373793928541,,original,full,FP32 original,,F,
2.40.10.10,transformerdta,composite,cath_lso_test,Weak+,18140,0.7166590387550429,,intervened,full,Logit additive projection,,F,
2.40.10.10,transformerdta,composite,cath_lso_test,High,18140,0.6932136252712703,,original,full,FP32 original,,F,
2.40.10.10,transformerdta,composite,cath_lso_test,High,18140,0.6945216440292621,,intervened,full,Logit additive projection,,F,
2.40.70.10,transformerdta,composite,validation,Weak+,20070,0.968142016167105,,original,full,FP32 original,,F,
2.40.70.10,transformerdta,composite,validation,Weak+,20070,0.9559991136032989,,intervened,full,Logit additive projection,,F,
2.40.70.10,transformerdta,composite,validation,High,20070,0.9688536662765947,,original,full,FP32 original,,F,
2.40.70.10,transformerdta,composite,validation,High,20070,0.954184829635844,,intervened,full,Logit additive projection,,F,
2.40.70.10,transformerdta,composite,cath_lso_test,Weak+,36510,0.7160737968564306,,original,full,FP32 original,,F,
2.40.70.10,transformerdta,composite,cath_lso_test,Weak+,36510,0.7226857605861386,,intervened,full,Logit additive projection,,F,
2.40.70.10,transformerdta,composite,cath_lso_test,High,36510,0.649680569131479,,original,full,FP32 original,,F,
2.40.70.10,transformerdta,composite,cath_lso_test,High,36510,0.6555392450699248,,intervened,full,Logit additive projection,,F,
2.60.40.10,transformerdta,composite,validation,Weak+,21211,0.9693299282260296,,original,full,FP32 original,,F,
2.60.40.10,transformerdta,composite,validation,Weak+,21211,0.9569383196464598,,intervened,full,Logit additive projection,,F,
2.60.40.10,transformerdta,composite,validation,High,21211,0.9719508174771379,,original,full,FP32 original,,F,
2.60.40.10,transformerdta,composite,validation,High,21211,0.9569837852409044,,intervened,full,Logit additive projection,,F,
2.60.40.10,transformerdta,composite,cath_lso_test,Weak+,14709,0.7074960375226542,,original,full,FP32 original,,F,
2.60.40.10,transformerdta,composite,cath_lso_test,Weak+,14709,0.7043560347643917,,intervened,full,Logit additive projection,,F,
2.60.40.10,transformerdta,composite,cath_lso_test,High,14709,0.604988559159447,,original,full,FP32 original,,F,
2.60.40.10,transformerdta,composite,cath_lso_test,High,14709,0.6164463745083614,,intervened,full,Logit additive projection,,F,
3.10.200.10,transformerdta,composite,validation,Weak+,16332,0.9604788822931238,,original,full,FP32 original,,F,
3.10.200.10,transformerdta,composite,validation,Weak+,16332,0.9492933668340225,,intervened,full,Logit additive projection,,F,
3.10.200.10,transformerdta,composite,validation,High,16332,0.9627989120542689,,original,full,FP32 original,,F,
3.10.200.10,transformerdta,composite,validation,High,16332,0.9502033189667638,,intervened,full,Logit additive projection,,F,
3.10.200.10,transformerdta,composite,cath_lso_test,Weak+,95479,0.6336689221446863,,original,full,FP32 original,,F,
3.10.200.10,transformerdta,composite,cath_lso_test,Weak+,95479,0.6309582367893666,,intervened,full,Logit additive projection,,F,
3.10.200.10,transformerdta,composite,cath_lso_test,High,95479,0.5233641852645786,,original,full,FP32 original,,F,
3.10.200.10,transformerdta,composite,cath_lso_test,High,95479,0.523633345153107,,intervened,full,Logit additive projection,,F,
3.30.565.10,transformerdta,composite,validation,Weak+,21557,0.9647492525222199,,original,full,FP32 original,,F,
3.30.565.10,transformerdta,composite,validation,Weak+,21557,0.9544586989923101,,intervened,full,Logit additive projection,,F,
3.30.565.10,transformerdta,composite,validation,High,21557,0.9699761358324275,,original,full,FP32 original,,F,
3.30.565.10,transformerdta,composite,validation,High,21557,0.9560486890167158,,intervened,full,Logit additive projection,,F,
3.30.565.10,transformerdta,composite,cath_lso_test,Weak+,7882,0.589104243151652,,original,full,FP32 original,,F,
3.30.565.10,transformerdta,composite,cath_lso_test,Weak+,7882,0.5934040525275346,,intervened,full,Logit additive projection,,F,
3.30.565.10,transformerdta,composite,cath_lso_test,High,7882,0.5787341140902468,,original,full,FP32 original,,F,
3.30.565.10,transformerdta,composite,cath_lso_test,High,7882,0.5814383193216053,,intervened,full,Logit additive projection,,F,
3.40.190.10,transformerdta,composite,validation,Weak+,21811,0.9697472680872842,,original,full,FP32 original,,F,
3.40.190.10,transformerdta,composite,validation,Weak+,21811,0.9575098070126138,,intervened,full,Logit additive projection,,F,
3.40.190.10,transformerdta,composite,validation,High,21811,0.9720279044639756,,original,full,FP32 original,,F,
3.40.190.10,transformerdta,composite,validation,High,21811,0.9572180810819919,,intervened,full,Logit additive projection,,F,
3.40.190.10,transformerdta,composite,cath_lso_test,Weak+,2657,0.4969041052448252,,original,full,FP32 original,,F,
3.40.190.10,transformerdta,composite,cath_lso_test,Weak+,2657,0.5015193538911835,,intervened,full,Logit additive projection,,F,
3.40.190.10,transformerdta,composite,cath_lso_test,High,2657,0.5747031048790957,,original,full,FP32 original,,F,
3.40.190.10,transformerdta,composite,cath_lso_test,High,2657,0.567357275718987,,intervened,full,Logit additive projection,,F,
