cath,model,development,evaluation,threshold,n,value,extended_panel,configuration,cohort,operation,method,panel,figure_role
1.10.510.10,transformerdta,random,validation,Weak+,16433,0.9824315228815094,,intervened,full,Logit additive projection,,F,
1.10.510.10,transformerdta,random,validation,High,16433,0.9916514763862664,,original,full,FP32 original,,F,
1.10.510.10,transformerdta,random,validation,High,16433,0.9830285800638188,,intervened,full,Logit additive projection,,F,
1.10.510.10,transformerdta,random,cath_lso_test,Weak+,109519,0.7070753011831454,,original,full,FP32 original,,F,
1.10.510.10,transformerdta,random,cath_lso_test,Weak+,109519,0.713046472316271,,intervened,full,Logit additive projection,,F,
1.10.510.10,transformerdta,random,cath_lso_test,High,109519,0.6090616121851323,,original,full,FP32 original,,F,
1.10.510.10,transformerdta,random,cath_lso_test,High,109519,0.6155671990810007,,intervened,full,Logit additive projection,,F,
1.10.565.10,transformerdta,random,validation,Weak+,20827,0.9911267733255091,,original,full,FP32 original,,F,
1.10.565.10,transformerdta,random,validation,Weak+,20827,0.9837749948349125,,intervened,full,Logit additive projection,,F,
1.10.565.10,transformerdta,random,validation,High,20827,0.9911300052501283,,original,full,FP32 original,,F,
1.10.565.10,transformerdta,random,validation,High,20827,0.9788361136684685,,intervened,full,Logit additive projection,,F,
1.10.565.10,transformerdta,random,cath_lso_test,Weak+,22467,0.7116432987755165,,original,full,FP32 original,,F,
1.10.565.10,transformerdta,random,cath_lso_test,Weak+,22467,0.7055324227078549,,intervened,full,Logit additive projection,,F,
1.10.565.10,transformerdta,random,cath_lso_test,High,22467,0.5753001360349395,,original,full,FP32 original,,F,
1.10.565.10,transformerdta,random,cath_lso_test,High,22467,0.5756405561007248,,intervened,full,Logit additive projection,,F,
1.20.920.10,transformerdta,random,validation,Weak+,21185,0.9923960827716789,,original,full,FP32 original,,F,
1.20.920.10,transformerdta,random,validation,Weak+,21185,0.9851774256099743,,intervened,full,Logit additive projection,,F,
1.20.920.10,transformerdta,random,validation,High,21185,0.9914386908548803,,original,full,FP32 original,,F,
1.20.920.10,transformerdta,random,validation,High,21185,0.9803486038659958,,intervened,full,Logit additive projection,,F,
1.20.920.10,transformerdta,random,cath_lso_test,Weak+,13728,0.6250130337416314,,original,full,FP32 original,,F,
1.20.920.10,transformerdta,random,cath_lso_test,Weak+,13728,0.6289381970697769,,intervened,full,Logit additive projection,,F,
1.20.920.10,transformerdta,random,cath_lso_test,High,13728,0.6771930934705239,,original,full,FP32 original,,F,
1.20.920.10,transformerdta,random,cath_lso_test,High,13728,0.6769919016542432,,intervened,full,Logit additive projection,,F,
2.40.10.10,transformerdta,random,validation,Weak+,20971,0.9913369925456734,,original,full,FP32 original,,F,
2.40.10.10,transformerdta,random,validation,Weak+,20971,0.9832240512366346,,intervened,full,Logit additive projection,,F,
2.40.10.10,transformerdta,random,validation,High,20971,0.9908825199585796,,original,full,FP32 original,,F,
2.40.10.10,transformerdta,random,validation,High,20971,0.9810784599777396,,intervened,full,Logit additive projection,,F,
2.40.10.10,transformerdta,random,cath_lso_test,Weak+,18140,0.7166787778177,,original,full,FP32 original,,F,
2.40.10.10,transformerdta,random,cath_lso_test,Weak+,18140,0.7168277366493935,,intervened,full,Logit additive projection,,F,
2.40.10.10,transformerdta,random,cath_lso_test,High,18140,0.687632213203502,,original,full,FP32 original,,F,
2.40.10.10,transformerdta,random,cath_lso_test,High,18140,0.689037523617554,,intervened,full,Logit additive projection,,F,
2.40.70.10,transformerdta,random,validation,Weak+,20070,0.991404076534378,,original,full,FP32 original,,F,
2.40.70.10,transformerdta,random,validation,Weak+,20070,0.981438779922173,,intervened,full,Logit additive projection,,F,
2.40.70.10,transformerdta,random,validation,High,20070,0.9903341753292616,,original,full,FP32 original,,F,
2.40.70.10,transformerdta,random,validation,High,20070,0.9781740295795783,,intervened,full,Logit additive projection,,F,
2.40.70.10,transformerdta,random,cath_lso_test,Weak+,36510,0.757108536543557,,original,full,FP32 original,,F,
2.40.70.10,transformerdta,random,cath_lso_test,Weak+,36510,0.7567619777431329,,intervened,full,Logit additive projection,,F,
2.40.70.10,transformerdta,random,cath_lso_test,High,36510,0.6738186040011773,,original,full,FP32 original,,F,
2.40.70.10,transformerdta,random,cath_lso_test,High,36510,0.67936267509768,,intervened,full,Logit additive projection,,F,
2.60.40.10,transformerdta,random,validation,Weak+,21211,0.9920359370441479,,original,full,FP32 original,,F,
2.60.40.10,transformerdta,random,validation,Weak+,21211,0.9825193789499054,,intervened,full,Logit additive projection,,F,
2.60.40.10,transformerdta,random,validation,High,21211,0.9920608925028985,,original,full,FP32 original,,F,
2.60.40.10,transformerdta,random,validation,High,21211,0.9800808137612941,,intervened,full,Logit additive projection,,F,
2.60.40.10,transformerdta,random,cath_lso_test,Weak+,14709,0.6854399915379004,,original,full,FP32 original,,F,
2.60.40.10,transformerdta,random,cath_lso_test,Weak+,14709,0.6778926911001225,,intervened,full,Logit additive projection,,F,
2.60.40.10,transformerdta,random,cath_lso_test,High,14709,0.5826926279215658,,original,full,FP32 original,,F,
2.60.40.10,transformerdta,random,cath_lso_test,High,14709,0.5964944648600516,,intervened,full,Logit additive projection,,F,
3.10.200.10,transformerdta,random,validation,Weak+,16332,0.9887267040976082,,original,full,FP32 original,,F,
3.10.200.10,transformerdta,random,validation,Weak+,16332,0.9821443570426343,,intervened,full,Logit additive projection,,F,
3.10.200.10,transformerdta,random,validation,High,16332,0.9855034675098843,,original,full,FP32 original,,F,
3.10.200.10,transformerdta,random,validation,High,16332,0.9734319211216312,,intervened,full,Logit additive projection,,F,
3.10.200.10,transformerdta,random,cath_lso_test,Weak+,95479,0.6330324476106085,,original,full,FP32 original,,F,
3.10.200.10,transformerdta,random,cath_lso_test,Weak+,95479,0.6298716036017176,,intervened,full,Logit additive projection,,F,
3.10.200.10,transformerdta,random,cath_lso_test,High,95479,0.5358248615840028,,original,full,FP32 original,,F,
3.10.200.10,transformerdta,random,cath_lso_test,High,95479,0.5398872802558906,,intervened,full,Logit additive projection,,F,
3.30.565.10,transformerdta,random,validation,Weak+,21557,0.9912922574696151,,original,full,FP32 original,,F,
3.30.565.10,transformerdta,random,validation,Weak+,21557,0.9813481388084243,,intervened,full,Logit additive projection,,F,
3.30.565.10,transformerdta,random,validation,High,21557,0.990517312940211,,original,full,FP32 original,,F,
3.30.565.10,transformerdta,random,validation,High,21557,0.9783815047410913,,intervened,full,Logit additive projection,,F,
3.30.565.10,transformerdta,random,cath_lso_test,Weak+,7882,0.5293472889014401,,original,full,FP32 original,,F,
3.30.565.10,transformerdta,random,cath_lso_test,Weak+,7882,0.5382226066083027,,intervened,full,Logit additive projection,,F,
3.30.565.10,transformerdta,random,cath_lso_test,High,7882,0.565527793978882,,original,full,FP32 original,,F,
3.30.565.10,transformerdta,random,cath_lso_test,High,7882,0.5668406468841687,,intervened,full,Logit additive projection,,F,
3.40.190.10,transformerdta,random,validation,Weak+,21811,0.9915984752568004,,original,full,FP32 original,,F,
3.40.190.10,transformerdta,random,validation,Weak+,21811,0.9826532321379281,,intervened,full,Logit additive projection,,F,
3.40.190.10,transformerdta,random,validation,High,21811,0.9920999367122473,,original,full,FP32 original,,F,
3.40.190.10,transformerdta,random,validation,High,21811,0.9817932433081806,,intervened,full,Logit additive projection,,F,
3.40.190.10,transformerdta,random,cath_lso_test,Weak+,2657,0.5409978606873354,,original,full,FP32 original,,F,
3.40.190.10,transformerdta,random,cath_lso_test,Weak+,2657,0.5374223751829333,,intervened,full,Logit additive projection,,F,
3.40.190.10,transformerdta,random,cath_lso_test,High,2657,0.5365593551771832,,original,full,FP32 original,,F,
3.40.190.10,transformerdta,random,cath_lso_test,High,2657,0.5326179234034435,,intervened,full,Logit additive projection,,F,
