cath,model,development,evaluation,threshold,n,positives,positive_fraction,auc,auc_from_logits,average_precision,brier,ece,bce,ordinal_violation_fraction,world_size,optimizer_batch
3.10.200.10,deepdta,composite,validation,High,16332,7514,0.4600783737447955,0.923735933341757,0.923735933341757,0.9121623790069363,0.1097581132779206,0.036333595814422755,0.3693664020837955,0.0,8,65536
3.10.200.10,deepdta,composite,cath_lso_test,Weak+,95479,90344,0.9462185402025576,0.6283151401144568,0.6283151401144568,0.9646823359798774,0.33556115611303544,0.41529558782623155,1.0404973164018556,0.0,8,65536
3.10.200.10,deepdta,composite,cath_lso_test,High,95479,61695,0.6461630306140618,0.5515855689430469,0.5515855689430469,0.6741207870047943,0.5540955500573397,0.5542586877462194,2.556685888514702,0.0,8,65536
3.10.200.10,deepdta,random,validation,Weak+,16332,14974,0.9168503551310311,0.975170634499898,0.9751456279741045,0.9972367701802581,0.026298249162417412,0.013279602728172843,0.10536837253121735,0.0,8,65536
3.10.200.10,deepdta,random,validation,High,16332,8573,0.5249204016654421,0.9677220150658077,0.9677220150658078,0.9692115861994264,0.06750028681326888,0.023442470611404205,0.24368599036671246,0.0,8,65536
3.10.200.10,deepdta,random,cath_lso_test,Weak+,95479,90344,0.9462185402025576,0.5722411874431524,0.5722411874431524,0.9603139812346541,0.38731684575052683,0.4404930694960418,1.3861245631261294,0.0,8,65536
3.10.200.10,deepdta,random,cath_lso_test,High,95479,61695,0.6461630306140618,0.5081439600352325,0.5081439600352325,0.6522884656145405,0.5864102448041109,0.583169913713819,4.0731912794535825,0.0,8,65536
3.10.200.10,transformerdta,composite,validation,Weak+,16332,14511,0.8885011021307861,0.9604810015360348,0.9604810015360349,0.9942805919020815,0.04283322670355942,0.021295446268274447,0.15346703587709554,0.0012245897624295861,4,4096
3.10.200.10,transformerdta,composite,validation,High,16332,7514,0.4600783737447955,0.9627418929135261,0.962741892913526,0.9587009523393499,0.07765663704246498,0.03573430781934919,0.2690002078861594,0.0012245897624295861,4,4096
3.10.200.10,transformerdta,composite,cath_lso_test,Weak+,95479,90344,0.9462185402025576,0.6337899288501179,0.6337899288501179,0.9680050728940659,0.2418929848215731,0.32983363288168105,0.723809801346433,5.236753631688644e-05,4,4096
3.10.200.10,transformerdta,composite,cath_lso_test,High,95479,61695,0.6461630306140618,0.5235243473710753,0.5235243473710753,0.6641549755519169,0.5139245421515934,0.5082242494692639,1.9918696130146514,5.236753631688644e-05,4,4096
3.10.200.10,transformerdta,random,validation,Weak+,16332,14974,0.9168503551310311,0.9887594068304552,0.9887594068304552,0.9988984989793114,0.01837505508585164,0.006330765496877631,0.06685540456790326,0.0016531961792799412,8,8192
3.10.200.10,transformerdta,random,validation,High,16332,8573,0.5249204016654421,0.9855284908468331,0.9855284908468332,0.9867746962773987,0.045866951578016804,0.01639689787126559,0.16020987792040325,0.0016531961792799412,8,8192
3.10.200.10,transformerdta,random,cath_lso_test,Weak+,95479,90344,0.9462185402025576,0.6328026217393805,0.6328026217393805,0.9678966550787969,0.27652254706737106,0.351479639812965,0.8578701291011385,0.0,8,8192
3.10.200.10,transformerdta,random,cath_lso_test,High,95479,61695,0.6461630306140618,0.5368034871191624,0.5368034871191624,0.6755013554086986,0.5481058668564633,0.5469932134646891,2.5625991460256636,0.0,8,8192
